华东师范大学,编辑学刊,121,南核,
华东师范大学,全球传媒学刊,7,南核,
华东师范大学,现代教育管理,173,南核,
华东师范大学,出版广角,45,南核,
华东师范大学,传媒,47,南核,
华东师范大学,传媒观察,16,南核,
华东师范大学,中国特殊教育,501,南核,
华东师范大学,新闻与传播评论,4,南核,
华东师范大学,未来传播,13,南核,
华东师范大学,新闻爱好者,29,南核,
华东师范大学,新闻春秋,3,南核,
华东师范大学,南方文物,4,南核,
华东师范大学,华夏考古,5,南核,
华东师范大学,敦煌学辑刊,1,南核,
华东师范大学,海交史研究,4,南核,
华东师范大学,中国国家博物馆馆刊,15,南核,
华东师范大学,国际汉学,39,南核,
华东师范大学,历史教学,200,南核,
华东师范大学,军事历史研究,28,南核,
华东师范大学,历史教学问题,768,南核,
华东师范大学,日本侵华南京大屠杀研究,2,南核,
华东师范大学,外国问题研究,15,南核,
华东师范大学,城市与环境研究,4,南核,
华东师范大学,中国科技史杂志,3,南核,
华东师范大学,调研世界,8,南核,
华东师范大学,中国环境管理,14,南核,
华东师范大学,中国农业资源与区划,8,南核,
华东师范大学,重庆社会科学,126,南核,
华东师范大学,中国典籍与文化,31,南核,
华东师范大学,河南社会科学,55,南核,
华东师范大学,广西社会科学,98,南核,
华东师范大学,环境保护,24,南核,
华东师范大学,湖北社会科学,83,南核,
华东师范大学,湖南社会科学,22,南核,
华东师范大学,兰州学刊,301,南核,
华东师范大学,理论月刊,85,南核,
华东师范大学,天府新论,44,南核,
华东师范大学,社会科学家,147,南核,
华东师范大学,学术交流,63,南核,
华东师范大学,学术探索,99,南核,
华东师范大学,中国社会科学评价,16,南核,
华东师范大学,青海民族大学学报(社会科学版),9,南核,
华东师范大学,中国社会科学院研究生院学报,20,南核,
华东师范大学,中国文化研究,6,南核,
华东师范大学,中国图书评论,127,南核,
华东师范大学,地域研究与开发,154,南核,
华东师范大学,规划师,15,南核,
华东师范大学,财务研究,-99,南核,
华东师范大学,公共管理评论,5,南核,
华东师范大学,地方治理研究,2,南核,
华东师范大学,世界地理研究,438,南核,
华东师范大学,国际城市规划,23,南核,
华东师范大学,宏观经济管理,5,南核,
华东师范大学,管理案例研究与评论,5,南核,
华东师范大学,当代经济管理,26,南核,
华东师范大学,科学与社会,5,南核,
华东师范大学,科技管理研究,72,南核,
华东师范大学,社会保障研究,33,南核,
华东师范大学,华东经济管理,91,南核,
华东师范大学,行政管理改革,2,南核,
华东师范大学,系统管理学报,19,南核,
华东师范大学,智库理论与实践,11,南核,
华东师范大学,中国科学基金,11,南核,
华东师范大学,中国人力资源开发,29,南核,
华东师范大学,图书馆,75,南核,
华东师范大学,运筹与管理,13,南核,
华东师范大学,数字图书馆论坛,25,南核,
华东师范大学,图书馆工作与研究,16,南核,
华东师范大学,图书馆理论与实践,35,南核,
华东师范大学,建筑遗产,-99,南核,
华东师范大学,新世纪图书馆,33,南核,
华东师范大学,当代电视,23,南核,
华东师范大学,民族艺术研究,14,南核,
华东师范大学,世界电影,1,南核,
华东师范大学,书法研究,-99,南核,
华东师范大学,人民音乐,40,南核,
华东师范大学,美术观察,45,南核,
华东师范大学,艺术传播研究,5,南核,
华东师范大学,星海音乐学院学报,16,南核,
华东师范大学,艺术百家,81,南核,
华东师范大学,艺术探索,25,南核,
华东师范大学,中国电视,49,南核,
华东师范大学,北京交通大学学报(社会科学版),9,南核,
华东师范大学,音乐艺术(上海音乐学院学报),34,南核,
华东师范大学,北京航空航天大学学报(社会科学版),7,南核,
华东师范大学,湖南农业大学学报(社会科学版),6,南核,
华东师范大学,中国广播电视学刊,17,南核,
华东师范大学,华东理工大学学报(社会科学版),41,南核,
华东师范大学,中国人民公安大学学报(社会科学版),2,南核,
华东师范大学,北京理工大学学报(社会科学版),16,南核,
华东师范大学,南京工业大学学报(社会科学版),9,南核,
华东师范大学,广州大学学报(社会科学版),41,南核,
华东师范大学,安徽师范大学学报(人文社会科学版),72,南核,
华东师范大学,贵州师范大学学报(社会科学版),55,南核,
华东师范大学,哈尔滨工业大学学报(社会科学版),23,南核,
华东师范大学,河北大学学报(哲学社会科学版),23,南核,
华东师范大学,江苏大学学报(社会科学版),11,南核,
华东师范大学,华侨大学学报(哲学社会科学版),21,南核,
华东师范大学,齐鲁学刊,39,南核,
华东师范大学,烟台大学学报(哲学社会科学版),17,南核,
华东师范大学,中国矿业大学学报(社会科学版),10,南核,
华东师范大学,云南大学学报(社会科学版),31,南核,
上海师范大学,佛学研究,8,南核,
上海师范大学,五台山研究,3,南核,
上海师范大学,中国穆斯林,5,南核,
上海师范大学,科学与无神论,38,南核,
上海师范大学,孔学堂,2,南核,
上海师范大学,社会主义核心价值观研究,4,南核,
上海师范大学,中国宗教,7,南核,
上海师范大学,系统科学学报,3,南核,
上海师范大学,世界社会主义研究,1,南核,
上海师范大学,苏区研究,2,南核,
上海师范大学,财政科学,1,南核,
上海师范大学,学校党建与思想教育,46,南核,
上海师范大学,产业经济评论,-99,南核,
上海师范大学,产经评论,1,南核,
上海师范大学,当代经济研究,2,南核,
上海师范大学,地方财政研究,2,南核,
上海师范大学,国际商务研究,10,南核,
上海师范大学,国际税收,-99,南核,
上海师范大学,哈尔滨商业大学学报(社会科学版),4,南核,
上海师范大学,河北经贸大学学报,3,南核,
上海师范大学,技术经济,1,南核,
上海师范大学,金融监管研究,3,南核,
上海师范大学,经济与管理,4,南核,
上海师范大学,经济与管理评论,-99,南核,
上海师范大学,南京财经大学学报,6,南核,
上海师范大学,南方金融,7,南核,
上海师范大学,南京审计大学学报,-99,南核,
上海师范大学,农林经济管理学报,-99,南核,
上海师范大学,农业经济与管理,-99,南核,
上海师范大学,税务与经济,-99,南核,
上海师范大学,投资研究,1,南核,
上海师范大学,首都经济贸易大学学报,-99,南核,
上海师范大学,西安财经大学学报,-99,南核,
上海师范大学,世界农业,1,南核,
上海师范大学,西部论坛,1,南核,
上海师范大学,上海金融,20,南核,
上海师范大学,消费经济,4,南核,
上海师范大学,中国流通经济,2,南核,
上海师范大学,云南财经大学学报,2,南核,
上海师范大学,残疾人研究,2,南核,
上海师范大学,南方人口,3,南核,
上海师范大学,社会建设,1,南核,
上海师范大学,当代青年研究,43,南核,
上海师范大学,社会政策研究,1,南核,
上海师范大学,青年探索,18,南核,
上海师范大学,中国青年社会科学,3,南核,
上海师范大学,当代美国评论,1,南核,
上海师范大学,阿拉伯世界研究,-99,南核,
上海师范大学,俄罗斯东欧中亚研究,-99,南核,
上海师范大学,西北人口,6,南核,
上海师范大学,俄罗斯研究,4,南核,
上海师范大学,港澳研究,-99,南核,
上海师范大学,国际关系研究,1,南核,
上海师范大学,台湾研究集刊,3,南核,
上海师范大学,湖湘论坛,5,南核,
上海师范大学,南亚研究季刊,2,南核,
上海师范大学,新视野,6,南核,
上海师范大学,亚太安全与海洋研究,1,南核,
上海师范大学,印度洋经济体研究,2,南核,
上海师范大学,北方法学,2,南核,
上海师范大学,政治思想史,7,南核,
上海师范大学,法律适用,2,南核,
上海师范大学,地方立法研究,2,南核,
上海师范大学,财经法学,1,南核,
上海师范大学,法治研究,-99,南核,
上海师范大学,甘肃政法大学学报,1,南核,
上海师范大学,法学杂志,5,南核,
上海师范大学,国际法研究,1,南核,
上海师范大学,河北法学,3,南核,
上海师范大学,科技与法律,-99,南核,
上海师范大学,交大法学,4,南核,
上海师范大学,南大法学,-99,南核,
上海师范大学,河南财经政法大学学报,3,南核,
上海师范大学,知识产权,1,南核,
上海师范大学,苏州大学学报(法学版),1,南核,
上海师范大学,中国应用法学,-99,南核,
上海师范大学,中国海商法研究,-99,南核,
上海师范大学,中国政法大学学报,7,南核,
上海师范大学,重庆高教研究,12,南核,
上海师范大学,比较教育学报,65,南核,
上海师范大学,高教发展与评估,6,南核,
上海师范大学,教育经济评论,1,南核,
上海师范大学,高教探索,24,南核,
上海师范大学,基础教育,59,南核,
上海师范大学,教育科学研究,78,南核,
上海师范大学,教育学术月刊,32,南核,
上海师范大学,苏州大学学报(教育科学版),9,南核,
上海师范大学,数学教育学报,33,南核,
上海师范大学,天津师范大学学报(基础教育版),31,南核,
上海师范大学,中国教育科学,7,南核,
上海师范大学,现代教育管理,22,南核,
上海师范大学,中国大学教学,11,南核,
上海师范大学,中国人民大学教育学刊,5,南核,
上海师范大学,中国考试,13,南核,
上海师范大学,中国特殊教育,38,南核,
上海师范大学,心理研究,42,南核,
上海师范大学,心理学探新,39,南核,
上海师范大学,体育文化导刊,18,南核,
上海师范大学,首都体育学院学报,12,南核,
上海师范大学,中小学管理,14,南核,
上海师范大学,长江学术,10,南核,
上海师范大学,天津体育学院学报,18,南核,
上海师范大学,红楼梦学刊,75,南核,
上海师范大学,文艺论坛,2,南核,
上海师范大学,鲁迅研究月刊,21,南核,
上海师范大学,上海文化,50,南核,
上海师范大学,文艺评论,19,南核,
上海师范大学,北方民族大学学报(哲学社会科学版),8,南核,
上海师范大学,黑龙江民族丛刊,1,南核,
上海师范大学,东疆学刊,14,南核,
上海师范大学,湖北民族大学学报(哲学社会科学版),-99,南核,
上海师范大学,回族研究,5,南核,
上海师范大学,青海民族大学学报(社会科学版),2,南核,
上海师范大学,青海民族研究,7,南核,
上海师范大学,西藏研究,3,南核,
上海师范大学,西藏民族大学学报(哲学社会科学版),4,南核,
上海师范大学,原生态民族文化学刊,4,南核,
上海师范大学,西北民族大学学报(哲学社会科学版),8,南核,
上海师范大学,俄罗斯文艺,4,南核,
上海师范大学,当代外语研究,7,南核,
上海师范大学,日语学习与研究,7,南核,
上海师范大学,外语研究,5,南核,
上海师范大学,古汉语研究,24,南核,
上海师范大学,外语学刊,9,南核,
上海师范大学,解放军外国语学院学报,11,南核,
上海师范大学,华文教学与研究,22,南核,
上海师范大学,西安外国语大学学报,11,南核,
上海师范大学,语言与翻译,6,南核,
上海师范大学,中国俄语教学,2,南核,
上海师范大学,传媒观察,-99,南核,
上海师范大学,语言战略研究,5,南核,
上海师范大学,出版广角,17,南核,
上海师范大学,全球传媒学刊,-99,南核,
上海师范大学,编辑学刊,32,南核,
上海师范大学,未来传播,5,南核,
上海师范大学,传媒,21,南核,
上海师范大学,新闻春秋,1,南核,
上海师范大学,新闻与传播评论,4,南核,
上海师范大学,新闻爱好者,11,南核,
上海师范大学,中国国家博物馆馆刊,1,南核,
上海师范大学,南方文物,1,南核,
上海师范大学,华夏考古,1,南核,
上海师范大学,海交史研究,7,南核,
上海师范大学,敦煌学辑刊,12,南核,
上海师范大学,日本侵华南京大屠杀研究,3,南核,
上海师范大学,军事历史研究,14,南核,
上海师范大学,外国问题研究,1,南核,
上海师范大学,历史教学问题,107,南核,
上海师范大学,历史教学,92,南核,
